Sentence #	Word	Lemma	Pos	Tag
	veliki	velik	Agpmsny	O
	problem	problem	Ncmsn	O
	,	,	Z	O
	osim	osim	Sg	O
	činjenice	činjenica	Ncfsg	O
	da	da	Cs	O
	u	u	Sl	O
	nekim	neki	Pi-mpl	O
	slučajevima	slučaj	Ncmpl	O
	carinska	carinski	Agpfsny	O
	uprava	uprava	Ncfsn	O
	Republike	republika	Ncfsg	B-loc
	Albanije	Albanija	Npfsg	I-loc
	ne	ne	Qz	O
	prihvata	prihvatati	Vmr3s	O
	deklarisanu	deklarisan	Agpfsay	O
	vrednost	vrednost	Ncfsa	O
	kosovskih	kosovski	Agpmpgy	O
	izvoznika	izvoznik	Ncmpg	O
	i	i	Cc	O
	da	da	Cs	O
	je	biti	Var3s	O
	povećala	povećati	Vmp-sf	O
	vrednost	vrednost	Ncfsn	O
	izvoza	izvoz	Ncmsg	O
	,	,	Z	O
	primoravajući	primoravati	Rr	O
	albanske	albanski	Agpfpay	O
	uvozne	uvozan	Agpfpay	O
	kompanije	kompanija	Ncfpa	O
	da	da	Cs	O
	plate	platiti	Vmr3p	O
	više	mnogo	Rgc	O
	za	za	Sa	O
	PDV	PDV	Npmsan	O
	.	.	Z	O
Sentence: 281	Kao	kao	Cs	O
	rezultat	rezultat	Ncmsn	O
	toga	taj	Pd-nsg	O
	,	,	Z	O
	kosovski	kosovski	Agpmpny	O
	proizvodi	proizvod	Ncmpn	O
	su	biti	Var3p	O
	postali	postati	Vmp-pm	O
	skuplji	skup	Agcmpny	O
	na	na	Sl	O
	albanskom	albanski	Agpnsly	O
	tržištu	tržište	Ncnsl	O
	.	.	Z	O
Sentence: 282	SETimes	SETimes	Xf	B-org
	:	:	Z	O
	Da	da	Cs	O
	li	li	Qq	O
	ste	biti	Var2p	O
	kontaktirali	kontaktirati	Vmp-pm	O
	vlasti	vlast	Ncfpa	O
	u	u	Sl	O
	Tirani	Tirana	Npfsl	B-loc
	?	?	Z	O
Sentence: 283	Koji	koji	Pq-mpn	O
	se	sebe	Px--sa	O
	dalji	dalek	Agcmpny	O
	koraci	korak	Ncmpn	O
	očekuju	očekivati	Vmr3p	O
	?	?	Z	O
Sentence: 284	Huruglica	Huruglica	Npmsn	B-per
	:	:	Z	O
	Održani	održati	Appmpny	O
	su	biti	Var3p	O
	sastanci	sastanak	Ncmpn	O
	.	.	Z	O
Sentence: 285	Poslednji	poslednji	Agpmsny	O
	je	biti	Var3s	O
	bio	biti	Vap-sm	O
	između	između	Sg	O
	direktora	direktor	Ncmpg	O
	carina	carina	Ncfpg	O
	.	.	Z	O
Sentence: 286	Postignut	postignuti	Appmsnn	O
	je	biti	Var3s	O
	tentativni	tentativan	Agpmsny	O
	sporazum	sporazum	Ncmsn	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	radi	raditi	Vmr3s	O
	na	na	Sl	O
	rešavanju	rešavanje	Ncnsl	O
	praktičnih	praktičan	Agpfpgy	O
	poteškoća	poteškoća	Ncfpg	O
	,	,	Z	O
	što	što	Pi3n-n	O
	bi	biti	Vaa3s	O
	moglo	moći	Vmp-sn	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	realizuje	realizovati	Vmr3s	O
	kroz	kroz	Sa	O
	post-uvoznu	post-uvozan	Agpfsay	O
	proveru	provera	Ncfsa	O
	u	u	Sl	O
	slučaju	slučaj	Ncmsl	O
	da	da	Cs	O
	je	biti	Var3s	O
	nedeklarisana	nedeklarisan	Agpfsny	O
	realna	realan	Agpfsny	O
	vrednost	vrednost	Ncfsn	O
	sumnjiva	sumnjiv	Agpfsny	O
	.	.	Z	O
Sentence: 287	SETimes	SETimes	Xf	B-org
	:	:	Z	O
	Da	da	Cs	O
	li	li	Qq	O
	možemo	moći	Vmr1p	O
	da	da	Cs	O
	očekujemo	očekivati	Vmr1p	O
	potpuno	potpun	Agpnsay	O
	ukidanje	ukidanje	Ncnsa	O
	carinskih	carinski	Agpfpgy	O
	dažbina	dažbina	Ncfpg	O
	između	između	Sg	O
	Kosova	Kosovo	Npnsg	B-loc
	i	i	Cc	O
	Albanije	Albanija	Npfsg	B-loc
	?	?	Z	O
Sentence: 288	Da	da	Cs	O
	li	li	Qq	O
	bi	biti	Vaa3s	O
	ukidanje	ukidanje	Ncnsn	O
	tih	taj	Pd-fpg	O
	dažbina	dažbina	Ncfpg	O
	koristilo	koristiti	Vmp-sn	O
	ekonomskom	ekonomski	Agpmsdy	O
	razvoju	razvoj	Ncmsd	O
	obe	oba	Mlsf-n	O
	zemlje	zemlja	Ncfpn	O
	?	?	Z	O
Sentence: 289	Huruglica	Huruglica	Npmsn	B-per
	:	:	Z	O
	Kosovo	Kosovo	Npnsn	B-loc
	i	i	Cc	O
	Albanija	Albanija	Npfsn	B-loc
	uzajamno	uzajamno	Rgp	O
	ne	ne	Qz	O
	primenjuju	primenjivati	Vmr3p	O
	carinske	carinski	Agpfpay	O
	dažbine	dažbina	Ncfpa	O
	na	na	Sa	O
	proizvode	proizvod	Ncmpa	O
	.	.	Z	O
Sentence: 290	Obe	obe	Mlsf-n	O
	zemlje	zemlja	Ncfsg	O
	su	biti	Var3p	O
	članice	članica	Ncfpn	O
	CEFTE	CEFTE	Npfsg	B-org
	i	i	Cc	O
	jedina	jedini	Agpfsny	O
	taksa	taksa	Ncfsn	O
	koja	koji	Pi-fsn	O
	se	sebe	Px--sa	O
	naplaćuje	naplaćivati	Vmr3s	O
	je	biti	Var3s	O
	PDV	PDV	Npmsn	O
	ili	ili	Cc	O
	akciza	akciza	Ncfsn	O
	,	,	Z	O
	za	za	Sa	O
	određene	određen	Agpmpay	O
	proizvode	proizvod	Ncmpa	O
	.	.	Z	O
Sentence: 291	Saradnja	saradnja	Ncfsn	O
	doprinosi	doprinositi	Vmr3s	O
	ekonomskom	ekonomski	Agpmsdy	O
	razvoju	razvoj	Ncmsd	O
	obe	obe	Mlsf-n	O
	zemlje	zemlja	Ncfsg	O
	i	i	Cc	O
	statistike	statistika	Ncfpn	O
	pokazuju	pokazivati	Vmr3p	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	trgovina	trgovina	Ncfsn	O
	povećala	povećati	Vmp-sf	O
	.	.	Z	O
Sentence: 292	Tokom	tokom	Sg	O
	2010.	2010.	Mdo	O
	godine	godina	Ncfsg	O
	Kosovo	Kosovo	Npnsn	B-loc
	je	biti	Var3s	O
	iz	iz	Sg	O
	Albanije	Albanija	Npfsg	B-loc
	uvezlo	uvesti	Vmp-sn	O
	robu	roba	Ncfsa	O
	u	u	Sl	O
	vrednosti	vrednost	Ncfsl	O
	61	61	Mdc	O
	miliona	milion	Ncmsg	O
	evra	evro	Ncmpg	O
	,	,	Z	O
	ili	ili	Cc	O
	52,33	52,33	Mdc	O
	odsto	odsto	Rgp	O
	više	mnogo	Rgc	O
	nego	nego	Cc	O
	u	u	Sl	O
	2009.	2009.	Mdo	O
	godini	godina	Ncfsl	O
	,	,	Z	O
	a	a	Cc	O
	izvezlo	izvesti	Vmp-sn	O
	je	biti	Var3s	O
	robu	roba	Ncfsa	O
	u	u	Sl	O
	vrednosti	vrednost	Ncfsl	O
	23	23	Mdc	O
	miliona	milion	Ncmpg	O
	evra	evro	Ncmpg	O
	ili	ili	Cc	O
	33,19	33,19	Mdc	O
	odsto	odsto	Rgp	O
	više	mnogo	Rgc	O
	nego	nego	Cc	O
	2009.	2009.	Mdo	O
	godine	godina	Ncfsg	O
	.	.	Z	O
Sentence: 293	SETimes	SETimes	Xf	B-org
	:	:	Z	O
	Kakav	kakav	Pq-msn	O
	je	biti	Var3s	O
	stav	stav	Ncmsn	O
	poslovne	poslovan	Agpfsgy	O
	zajednice	zajednica	Ncfsg	O
	na	na	Sl	O
	Kosovu	Kosovo	Npnsl	B-loc
	oko	oko	Sg	O
	tog	taj	Pd-nsg	O
	pitanja	pitanje	Ncnsg	O
	?	?	Z	O
Sentence: 294	Huruglica	Huruglica	Npmsn	B-per
	:	:	Z	O
	Poslovna	poslovan	Agpfsny	O
	zajednica	zajednica	Ncfsn	O
	je	biti	Var3s	O
	izrazila	izraziti	Vmp-sf	O
	nezadovoljstvo	nezadovoljstvo	Ncnsa	O
	zbog	zbog	Sg	O
	poteškoća	poteškoća	Ncfpg	O
	sa	sa	Si	O
	kojima	koji	Pi-mpi	O
	se	sebe	Px--sa	O
	susretala	susretati	Vmp-sf	O
	i	i	Cc	O
	radi	raditi	Vmr3s	O
	na	na	Sl	O
	njihovom	njihov	Ps3nsl	O
	uklanjanju	uklanjanje	Ncnsl	O
	.	.	Z	O
Sentence: 295	SETimes	SETimes	Xf	B-org
	:	:	Z	O
	Da	da	Cs	O
	li	li	Qq	O
	bi	biti	Vaa3s	O
	funkcionisao	funkcionisati	Vmp-sm	O
	princip	princip	Ncmsn	O
	reciprociteta	reciprocitet	Ncmsg	O
	između	između	Sg	O
	dve	dva	Mlcf-n	O
	zemlje	zemlja	Ncfsg	O
	i	i	Cc	O
	da	da	Cs	O
	li	li	Qq	O
	će	hteti	Var3s	O
	Kosovo	Kosovo	Npnsn	B-loc
	to	taj	Pd-nsa	O
	tražiti	tražiti	Vmn	O
	?	?	Z	O
Sentence: 296	Huruglica	Huruglica	Npmsn	B-per
	:	:	Z	O
	Ne	ne	Qz	O
	postoji	postojati	Vmr3s	O
	potreba	potreba	Ncfsn	O
	za	za	Si	O
	reciprocitetom	reciprocitet	Ncmsi	O
	oko	oko	Sg	O
	pitanja	pitanje	Ncnpg	O
	koja	koji	Pi-npn	O
	mogu	moći	Vmr3p	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	reše	rešiti	Vmr3p	O
	između	između	Sg	O
	dve	dva	Mlcf-n	O
	vlade	vlada	Ncfsg	O
	.	.	Z	O
Sentence: 297	Beograd	Beograd	Npmsn	B-loc
	i	i	Cc	O
	Priština	Priština	Npfsn	B-loc
	postigli	postići	Vmp-pm	O
	dogovor	dogovor	Ncmsan	O
	o	o	Sl	O
	slobodi	sloboda	Ncfsl	O
	kretanja	kretanje	Ncnsg	O
Sentence: 298	Pregovarački	pregovarački	Agpmpny	O
	timovi	tim	Ncmpn	O
	Beograda	Beograd	Npmsg	B-loc
	i	i	Cc	O
	Prištine	Priština	Npfsg	B-loc
	postigli	postići	Vmp-pm	O
	su	biti	Var3p	O
	u	u	Sl	O
	Briselu	Brisel	Npmsl	B-loc
	dogovore	dogovor	Ncmpa	O
	o	o	Sl	O
	slobodi	sloboda	Ncfsl	O
	kretanja	kretanje	Ncnsg	O
	i	i	Cc	O
	matičnim	matičan	Agpfply	O
	knjigama	knjiga	Ncfpl	O
	rođenih	rođen	Agpmpgy	O
	.	.	Z	O
Sentence: 299	Igor	Igor	Npmsn	B-per
	Jovanović	Jovanović	Npmsn	I-per
	za	za	Sa	O
	Southeast	southeast	Xf	B-org
	European	european	Xf	I-org
	Times	times	Xf	I-org
	iz	iz	Sg	O
	Beograda	Beograd	Npmsg	B-loc
	4.7.2011.	4.7.2011.	Mdm	O
Sentence: 300	Neki	neki	Pi-mpn	O
	sugerišu	sugerisati	Vmr3p	O
	da	da	Cs	O
	su	biti	Var3p	O
	sporazumi	sporazum	Ncmpn	O
	korak	korak	Ncmsn	O
	ka	ka	Sd	O
	konačnom	konačan	Agpnsdy	O
	priznavanju	priznavanje	Ncnsd	O
	Kosova	Kosovo	Npnsg	B-loc
	od	od	Sg	O
	strane	strana	Ncfsg	O
	Srbije	Srbija	Npfsg	B-loc
	.	.	Z	O
Sentence: 301	Dok	dok	Cs	O
	vlasti	vlast	Ncfpn	O
	u	u	Sl	O
	Beogradu	Beograd	Npmsl	B-loc
	pokušavaju	pokušavati	Vmr3p	O
	da	da	Cs	O
	predstave	predstaviti	Vmr3p	O
	prve	prvi	Mlompa	O
	dogovore	dogovor	Ncmpa	O
	sa	sa	Si	O
	Prištinom	Priština	Npfsi	B-loc
	kao	kao	Cs	O
	uspeh	uspeh	Ncmsn	O
	koji	koji	Pi-msn	O
	će	hteti	Var3s	O
	doneti	doneti	Vmn	O
	poboljšanje	poboljšanje	Ncnsa	O
	u	u	Sl	O
	životima	život	Ncmpl	O
	kosovskih	kosovski	Agpmpgy	O
	Srba	Srbin	Npmpg	B-per
	,	,	Z	O
	opozicija	opozicija	Ncfsn	O
	ih	oni	Pp3-pa	O
	je	biti	Var3s	O
	opisala	opisati	Vmp-sf	O
	kao	kao	Cs	O
	štetne	štetan	Agpfpny	O
	po	po	Sa	O
	nacionalne	nacionalan	Agpmpay	O
	interese	interes	Ncmpa	O
	i	i	Cc	O
	prvi	prvi	Mlomsn	O
	korak	korak	Ncmsn	O
	ka	ka	Sd	O
	priznavanju	priznavanje	Ncnsd	O
	nezavisnosti	nezavisnost	Ncfsg	O
	Kosova	Kosovo	Npnsg	B-loc
	.	.	Z	O
Sentence: 302	Posle	posle	Sg	O
	završetka	završetak	Ncmsg	O
	razgovora	razgovor	Ncmpg	O
	u	u	Sl	O
	Briselu	Brisel	Npmsl	B-loc
	šef	šef	Ncmsn	O
	delegacije	delegacija	Ncfsg	O
	Vlade	vlada	Ncfsg	B-org
	Srbije	Srbija	Npfsg	I-org
	Borislav	Borislav	Npmsn	B-per
	Stefanović	Stefanović	Npmsn	I-per
	insistirao	insistirati	Vmp-sm	O
	je	biti	Var3s	O
	da	da	Cs	O
	rezultati	rezultat	Ncmpn	O
	dijaloga	dijalog	Ncmsg	O
	ne	ne	Qz	O
	znače	značiti	Vmr3p	O
	"	"	Z	O
	ni	ni	Cc	O
	eksplicitno	eksplicitan	Agpnsay	O
	ni	ni	Cc	O
	implicitno	implicitan	Agpnsay	O
	priznavanje	priznavanje	Ncnsa	O
	nezavisnosti	nezavisnost	Ncfsg	O
	Kosova	Kosovo	Npnsg	B-loc
	"	"	Z	O
	.	.	Z	O
Sentence: 303	Komentarišući	komentarisati	Rr	O
	izjavu	izjava	Ncfsa	O
	šefice	šefica	Ncfsg	O
	prištinske	prištinski	Agpfsgy	O
	delegacije	delegacija	Ncfsg	O
	Edite	Edita	Npfsg	B-per
	Tahiri	Tahiri	Npfsg	I-per
	da	da	Cs	O
	je	biti	Var3s	O
	rezultat	rezultat	Ncmsn	O
	iz	iz	Sg	O
	Brisela	Brisel	Npmsg	B-loc
	"	"	Z	O
	prvi	prvi	Mlomsn	O
	korak	korak	Ncmsn	O
	Srbije	Srbija	Npfsg	B-loc
	ka	ka	Sd	O
	priznavanju	priznavanje	Ncnsd	O
	Kosova	Kosovo	Npnsg	B-loc
	"	"	Z	O
	,	,	Z	O
	on	on	Pp3msn	O
	je	biti	Var3s	O
	rekao	reći	Vmp-sm	O
	da	da	Cs	O
	je	biti	Var3s	O
	reč	reč	Ncfsn	O
	o	o	Sl	O
	netačnim	netačan	Agpfply	O
	tvrdnjama	tvrdnja	Ncfpl	O
	.	.	Z	O
Sentence: 304	"	"	Z	O
	Edita	Edita	Npfsn	B-per
	Tahiri	Tahiri	Npfsn	I-per
	je	biti	Var3s	O
	to	taj	Pd-nsn	O
	izjavila	izjaviti	Vmp-sf	O
	iz	iz	Sg	O
	unutarpolitičkih	unutarpolitički	Agpmpgy	O
	razloga	razlog	Ncmpg	O
	i	i	Cc	O
	usled	usled	Sg	O
	velikog	velik	Agpmsgy	O
	pritiska	pritisak	Ncmsg	O
	kosovske	kosovski	Agpfsgy	O
	opozicije	opozicija	Ncfsg	O
	"	"	Z	O
	,	,	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	Stefanović	Stefanović	Npmsn	B-per
	novinarima	novinar	Ncmpd	O
	,	,	Z	O
	dodajući	dodavati	Rr	O
	da	da	Cs	O
	će	hteti	Var3s	O
	Srbija	Srbija	Npfsn	B-loc
	nastaviti	nastaviti	Vmn	O
	da	da	Cs	O
	izdaje	izdavati	Vmr3s	O
	identifikaciona	identifikacioni	Agpfpay	O
	dokumenta	dokument	Ncmpa	O
	i	i	Cc	O
	registarske	registarski	Agpfpay	O
	tablice	tablica	Ncfpa	O
	građanima	građanin	Ncmpd	O
	sa	sa	Sg	O
	Kosova	Kosovo	Npnsg	B-loc
	.	.	Z	O
Sentence: 305	Prema	prema	Sl	O
	sporazumu	sporazum	Ncmsl	O
	,	,	Z	O
	građani	građanin	Ncmpn	O
	Kosova	Kosovo	Npnsg	B-loc
	će	hteti	Var3s	O
	moći	moći	Vmn	O
	da	da	Cs	O
	ulaze	ulaziti	Vmr3p	O
	u	u	Sa	O
	Srbiju	Srbija	Npfsa	B-loc
	sa	sa	Si	O
	kosovskim	kosovski	Agpfpiy	O
	ličnim	ličan	Agpfpiy	O
	kartama	karta	Ncfpi	O
	,	,	Z	O
	ali	ali	Cc	O
	će	hteti	Var3p	O
	im	oni	Pp3-pd	O
	srpska	srpski	Agpfsny	O
	policija	policija	Ncfsn	O
	pritom	pritom	Rgp	O
	izdavati	izdavati	Vmn	O
	specijalni	specijalan	Agpmsayn	O
	sertifikat	sertifikat	Ncmsan	O
	.	.	Z	O
Sentence: 306	Isto	isto	Rgp	O
	će	hteti	Var3s	O
	biti	biti	Van	O
	učinjeno	učiniti	Appnsny	O
	sa	sa	Si	O
	vozačkim	vozački	Agpfpiy	O
	dozvolama	dozvola	Ncfpi	O
	,	,	Z	O
	jer	jer	Cs	O
	Beograd	Beograd	Npmsn	B-loc
	odbija	odbijati	Vmr3s	O
	da	da	Cs	O
	prizna	priznati	Vmr3s	O
	kosovska	kosovski	Agpfpay	O
	dokumenta	dokument	Ncmpa	O
	.	.	Z	O
Sentence: 307	Vozači	vozač	Ncmpn	O
	sa	sa	Sg	O
	Kosova	Kosovo	Npnsg	B-loc
	moraće	morati	Vmf3p	O
	da	da	Cs	O
	uzimaju	uzimati	Vmr3p	O
	privremene	privremen	Agpfpay	O
	registarske	registarski	Agpfpay	O
	tablice	tablica	Ncfpa	O
	srpske	srpski	Agpfsgy	O
	policije	policija	Ncfsg	O
	prilikom	prilikom	Sg	O
	ulaska	ulazak	Ncmsg	O
	u	u	Sa	O
	Srbiju	Srbija	Npfsa	B-loc
	,	,	Z	O
	ako	ako	Cs	O
	na	na	Sl	O
	svojim	svoj	Px-npl	O
	vozilima	vozilo	Ncnpl	O
	imaju	imati	Vmr3p	O
	tablice	tablica	Ncfpa	O
	sa	sa	Si	O
	kosovskim	kosovski	Agpmsiy	O
	grbom	grb	Ncmsi	O
	.	.	Z	O
Sentence: 308	Odluke	odluka	Ncfpn	O
	o	o	Sl	O
	sprovođenju	sprovođenje	Ncnsl	O
	dogovora	dogovor	Ncmsg	O
	,	,	Z	O
	koji	koji	Pi-mpn	O
	nisu	biti	Var3p	O
	potpisivani	potpisivati	Appmpny	O
	,	,	Z	O
	sada	sada	Rgp	O
	treba	trebati	Vmr3s	O
	da	da	Cs	O
	usvoje	usvojiti	Vmr3p	O
	vlade	vlada	Ncfpn	O
	u	u	Sl	O
	Beogradu	Beograd	Npmsl	B-loc
	i	i	Cc	O
	Prištini	Priština	Npfsl	B-loc
	.	.	Z	O
Sentence: 309	Njihovo	njihov	Ps3nsn	O
	sprovođenje	sprovođenje	Ncnsn	O
	,	,	Z	O
	koje	koji	Pi-fpn	O
	bi	biti	Vaa3s	O
	moglo	moći	Vmp-sn	O
	da	da	Cs	O
	počne	početi	Vmr3s	O
	1.	1.	Mdo	O
	novembra	novembar	Ncmsg	O
	,	,	Z	O
	pratiće	pratiti	Vmf3s	O
	grupa	grupa	Ncfsn	O
	u	u	Sl	O
	kojoj	koji	Pi-fsl	O
	će	hteti	Var3p	O
	biti	biti	Van	O
	predstavnici	predstavnik	Ncmpn	O
	EU	EU	Npmsn	B-org
	,	,	Z	O
	Srbije	Srbija	Npfsg	B-loc
	i	i	Cc	O
	Kosova	Kosovo	Npnsg	B-loc
	.	.	Z	O
Sentence: 310	Iako	iako	Cs	O
	je	biti	Var3s	O
	Stefanović	Stefanović	Npmsn	B-per
	pokušao	pokušati	Vmp-sm	O
	da	da	Cs	O
	predstavi	predstaviti	Vmr3s	O
	sporazume	sporazum	Ncmpa	O
	kao	kao	Cs	O
	put	put	Ncmsan	O
	ka	ka	Sd	O
	poboljšanju	poboljšanje	Ncnsd	O
	života	život	Ncmsg	O
	kosovskih	kosovski	Agpmpgy	O
	Srba	Srbin	Npmpg	B-per
	,	,	Z	O
	opozicija	opozicija	Ncfsn	O
	ga	on	Pp3msa	O
	je	biti	Var3s	O
	žestoko	žestoko	Rgp	O
	optužila	optužiti	Vmp-sf	O
	za	za	Sa	O
	kršenje	kršenje	Ncnsa	O
	državnih	državni	Agpmpgy	O
	interesa	interes	Ncmpg	O
	.	.	Z	O
Sentence: 311	"	"	Z	O
	Sporazum	sporazum	Ncmsn	O
	sa	sa	Si	O
	predstavnicima	predstavnik	Ncmpi	O
	nelegalne	nelegalan	Agpfsgy	O
	države	država	Ncfsg	O
	Kosovo	Kosovo	Npnsn	B-loc
	je	biti	Var3s	O
	kršenje	kršenje	Ncnsn	O
	Ustava	ustav	Ncmsg	B-misc
	Srbije	Srbija	Npfsg	I-misc
	i	i	Cc	O
	Rezolucije	rezolucija	Ncfsg	B-misc
	1244	1244	Mdc	I-misc
	Saveta	savet	Ncmsg	I-misc
	bezbednosti	bezbednost	Ncfsg	I-misc
	UN	UN	Npmsn	I-misc
	i	i	Cc	O
	rušenje	rušenje	Ncnsn	O
	pravnih	pravni	Agpmpgy	O
	dokumenata	dokument	Ncmpg	O
	na	na	Sl	O
	kojima	koji	Pi-mpl	O
	počiva	počivati	Vmr3s	O
	suverenitet	suverenitet	Ncmsn	O
	Srbije	Srbija	Npfsg	B-loc
	"	"	Z	O
	,	,	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	za	za	Sa	O
	SETimes	SETimes	Xf	B-org
	Slobodan	Slobodan	Npmsn	B-per
	Samardžić	Samardžić	Npmsn	I-per
	,	,	Z	O
	potpredsednik	potpredsednik	Ncmsn	O
	opozicione	opozicioni	Agpfsgy	O
	Demokratske	demokratski	Agpfsgy	B-org
	stranke	stranka	Ncfsg	I-org
	Srbije	Srbija	Npfsg	I-org
	.	.	Z	O
Sentence: 312	Analitičari	analitičar	Ncmpn	O
	su	biti	Var3p	O
	takođe	takođe	Rgp	O
	različito	različito	Rgp	O
	reagovali	reagovati	Vmp-pm	O
	na	na	Sa	O
	dogovore	dogovor	Ncmpa	O
	.	.	Z	O
Sentence: 313	Profesor	profesor	Ncmsn	O
	Fakulteta	fakultet	Ncmsg	B-org
	političkih	politički	Agpfpgy	I-org
	nauka	nauka	Ncfpg	I-org
	Beogradskog	beogradski	Agpmsgy	I-org
	univerziteta	univerzitet	Ncmsg	I-org
	Predrag	Predrag	Npmsn	B-per
	Simić	Simić	Npmsn	I-per
	izjavio	izjaviti	Vmp-sm	O
	je	biti	Var3s	O
	za	za	Sa	O
	SETimes	SETimes	Xf	B-org
	da	da	Cs	O
	je	biti	Var3s	O
	dobro	dobar	Rgp	O
	što	što	Pi3n-n	O
	su	biti	Var3p	O
	dogovori	dogovor	Ncmpn	O
	postignuti	postignut	Agpmpny	O
	i	i	Cc	O
	da	da	Cs	O
	će	hteti	Var3s	O
	EU	EU	Npmsn	B-org
	"	"	Z	O
	sigurno	sigurno	Rgp	O
	sa	sa	Si	O
	odobravanjem	odobravanje	Ncnsi	O
	primiti	primiti	Vmn	O
	potez	potez	Ncmsan	O
	Beograda	Beograd	Npmsg	B-loc
	i	i	Cc	O
	Prištine	Priština	Npfsg	B-loc
	"	"	Z	O
	.	.	Z	O
Sentence: 314	Na	na	Sa	O
	pitanje	pitanje	Ncnsa	O
	da	da	Cs	O
	li	li	Qq	O
	sporazumi	sporazum	Ncmpn	O
	predstavljaju	predstavljati	Vmr3p	O
	indirektno	indirektan	Agpnsay	O
	priznavanje	priznavanje	Ncnsa	O
	Kosova	Kosovo	Npnsg	B-loc
	,	,	Z	O
	Simić	Simić	Npmsn	B-per
	je	biti	Var3s	O
	rekao	reći	Vmp-sm	O
	da	da	Cs	O
	"	"	Z	O
	Beograd	Beograd	Npmsn	B-loc
	veoma	veoma	Rgp	O
	dobro	dobro	Rgp	O
	zna	znati	Vmr3s	O
	šta	šta	Pi3n-a	O
	su	biti	Var3p	O
	crvene	crven	Agpfpny	O
	linije	linija	Ncfpn	O
	u	u	Sl	O
	dijalogu	dijalog	Ncmsl	O
	sa	sa	Si	O
	Prištinom	Priština	Npfsi	B-loc
	i	i	Cc	O
	da	da	Cs	O
	ih	oni	Pp3-pa	O
	Vlada	vlada	Ncfsn	B-org
	Srbije	Srbija	Npfsg	I-org
	neće	hteti	Var3s	O
	preći	preći	Vmn	O
	"	"	Z	O
	.	.	Z	O
Sentence: 315	Međutim	međutim	Rgp	O
	,	,	Z	O
	direktor	direktor	Ncmsn	O
	projekta	projekt	Ncmsg	O
	Kompromis	kompromis	Ncmsn	B-misc
	za	za	Sa	I-misc
	Kosovo	Kosovo	Npnsa	I-misc
	Aleksandar	Aleksandar	Npmsn	B-per
	Mitić	Mitić	Npmsn	I-per
	izjavio	izjaviti	Vmp-sm	O
	je	biti	Var3s	O
	SETimesu	setimes	Xf	B-org
	da	da	Cs	O
	je	biti	Var3s	O
	to	taj	Pd-nsn	O
	korak	korak	Ncmsn	O
	ka	ka	Sd	O
	konačnom	konačan	Agpnsdy	O
	priznanju	priznanje	Ncnsd	O
	.	.	Z	O
Sentence: 316	"	"	Z	O
	Od	od	Sg	O
	hapšenja	hapšenje	Ncnsg	O
	Ratka	Ratko	Npmsg	B-per
	Mladića	Mladić	Npmsg	I-per
	svedoci	svedok	Ncmpn	O
	smo	biti	Var1p	O
	sve	sve	Qo	O
	većeg	velik	Agcmsgy	O
	pritiska	pritisak	Ncmsg	O
	Vašingtona	Vašington	Npmsg	B-loc
	i	i	Cc	O
	Brisela	Brisel	Npmsg	B-loc
	da	da	Cs	O
	se	sebe	Px--sa	O
	konkretnije	konkretno	Rgc	O
	uslovi	usloviti	Vmr3s	O
	integracija	integracija	Ncfsn	O
	Srbije	Srbija	Npfsg	B-loc
	u	u	Sa	O
	EU	EU	Npmsan	B-org
	kroz	kroz	Sa	O
	uspostavljanje	uspostavljanje	Ncnsa	O
	dobrosusedskih	dobrosusedski	Agpmpgy	O
	odnosa	odnos	Ncmpg	O
	sa	sa	Si	O
	Kosovom	Kosovo	Npnsi	B-loc
	.	.	Z	O
Sentence: 317	Dogovori	dogovor	Ncmpn	O
	su	biti	Var3p	O
	tako	tako	Rgp	O
	logičan	logičan	Agpmsnn	O
	korak	korak	Ncmsn	O
	u	u	Sl	O
	procesu	proces	Ncmsl	O
	puzajućeg	puzajući	Agpnsgy	O
	priznavanja	priznavanje	Ncnsg	O
	nezavisnosti	nezavisnost	Ncfsg	O
	Prištine	Priština	Npfsg	B-loc
	"	"	Z	O
	,	,	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	Mitić	Mitić	Npmsn	B-per
	.	.	Z	O
Sentence: 318	Sporazume	sporazum	Ncmpa	O
	su	biti	Var3p	O
	različito	različito	Rgp	O
	primili	primiti	Vmp-pm	O
	i	i	Cc	O
	kosovski	kosovski	Agpmpny	O
	Srbi	Srbin	Npmpn	B-per
	.	.	Z	O
Sentence: 319	Milan	Milan	Npmsn	B-per
	Ivanović	Ivanović	Npmsn	I-per
	,	,	Z	O
	jedan	jedan	Mlcmsn	O
	od	od	Sg	O
	predstavnika	predstavnik	Ncmpg	O
	Srba	Srbin	Npmpg	B-per
	sa	sa	Sg	O
	severa	sever	Ncmsg	O
	Kosova	Kosovo	Npnsg	B-loc
	,	,	Z	O
	gde	gde	Rgp	O
	ne	ne	Qz	O
	deluju	delovati	Vmr3p	O
	kosovske	kosovski	Agpfpny	O
	institucije	institucija	Ncfpn	O
	,	,	Z	O
	ocenio	oceniti	Vmp-sm	O
